user_id,country,age,gender,subscription_type,avg_listening_per_Week,total_songs_played,skip_rate,satisfaction_score,churned,monthly_fee,join_date,skip_rate_pct,tenure_days
U1341,Nepal,42,male,premium,13.0,457,0.1,3.0,0,9.99,2022-04-01,10.0,1336
U1260,India,58,female,student,2.9,458,10%,3.0,0,5.0,2024-07-25,10.0,490
U1343,Nepal,63,female,free,7.4,517,30%,4.0,0,12.99,2023-09-05,30.0,814
U1530,Usa,37,unknown,student,12.4,531,0.1,2.0,0,9.99,2023-06-14,10.0,897
U1126,U.K.,46,female,family,13.4,526,25%,1.0,0,7.99,2023-05-22,25.0,920
U1633,Nigeria,28,female,student,0.2,529,25%,3.0,1,0.0,2023-08-23,25.0,827
U1591,Ind,63,female,premium,12.4,543,ten,2.0,0,12.99,2024-12-08,20.0,354
U1496,Ghana,17,other,student,17.4,475,25%,5.0,0,7.99,2022-03-24,25.0,1344
U1674,Nepal,59,male,free,2.8,455,0.1,5.0,0,0.0,2024-05-16,10.0,560
U1566,Kenya,52,female,free,15.9,499,30%,3.0,0,5.0,2022-02-23,30.0,1373
U1394,Brazil,50,male,free,4.1,541,0.1,2.0,0,0.0,2024-02-12,10.0,654
U1170,Ind,22,other,family,14.4,493,25%,3.0,1,9.99,2024-04-27,25.0,579
U1192,Nepal,20,female,student,6.9,482,0.2,4.0,1,7.99,2022-08-21,20.0,1194
U1178,Nigeria,18,male,premium,14.1,466,25%,3.0,0,12.99,2023-10-16,25.0,773
U1232,Ind,55,other,student,6.9,512,20%,3.0,0,7.99,2024-03-15,20.0,622
U1352,Ind,17,unknown,free,9.7,474,30%,3.0,0,9.99,2022-10-20,30.0,1134
U1031,Ghana,20,male,student,16.6,501,20%,2.0,0,5.0,2024-07-16,20.0,499
U1035,Nigeria,40,female,premium,11.0,452,ten,2.0,0,9.99,2022-09-26,20.0,1158
U1428,United Kingdom,57,female,family,11.9,493,10%,5.0,1,12.99,2023-11-18,10.0,740
U1396,U.K.,42,male,family,10.2,510,30%,1.0,0,7.99,2024-07-02,30.0,513
U1414,Kenya,23,female,student,12.7,539,15%,5.0,0,9.99,2024-07-07,15.0,508
U1593,Uk,37,male,student,6.5,494,0.1,5.0,0,0.0,2022-06-14,10.0,1262
U1177,Brazil,46,male,family,9.6,514,30%,5.0,0,9.99,2023-08-15,30.0,835
U1370,Ind,25,unknown,free,3.9,513,ten,3.0,0,7.99,2022-12-30,20.0,1063
U1194,Brazil,52,female,premium,8.7,566,20%,4.0,0,9.99,2023-03-22,20.0,981
U1322,U.K.,36,other,family,8.5,523,0.1,1.0,0,7.99,2023-04-25,10.0,947
U1636,Ind,30,unknown,free,17.9,496,0.2,3.0,0,0.0,2024-07-07,20.0,508
U1128,Kenya,62,female,free,7.7,511,0.2,2.0,0,7.99,2022-10-06,20.0,1148
U1389,South Africa,29,female,family,10.0,508,25%,4.0,0,9.99,2023-01-26,25.0,1036
U1353,Uk,18,male,student,6.3,514,15%,4.0,0,0.0,2023-04-02,15.0,970
U1470,Nigeria,39,other,premium,5.4,473,30%,1.0,0,7.99,2024-01-02,30.0,695
U1140,Ind,49,male,student,13.2,476,5%,2.0,0,7.99,2024-05-01,5.0,575
U1020,South Africa,27,unknown,student,8.1,541,5%,3.0,0,12.99,2022-04-18,5.0,1319
U1699,Nepal,19,female,family,7.3,519,ten,3.0,0,9.99,2022-09-19,20.0,1165
U1582,United Kingdom,14,female,family,12.4,490,0.1,3.0,0,0.0,2022-12-08,10.0,1085
U1163,Brazil,42,male,family,14.6,565,ten,4.0,0,7.99,2022-11-14,20.0,1109
U1080,Usa,37,male,premium,9.9,522,0.1,3.0,1,9.99,2022-04-25,10.0,1312
U1425,U.K.,38,male,family,16.1,456,0.1,3.0,0,7.99,2022-04-28,10.0,1309
U1477,Nigeria,45,other,family,5.7,484,30%,3.0,1,7.99,2022-11-11,30.0,1112
U1422,Kenya,17,female,premium,2.4,516,15%,3.0,0,0.0,2023-07-18,15.0,863
U1216,Ind,53,other,student,1.5,466,25%,2.0,0,9.99,2024-07-08,25.0,507
U1049,Kenya,21,other,student,11.5,514,25%,4.0,1,9.99,2024-02-13,25.0,653
U1000,Kenya,18,male,premium,6.3,485,5%,3.0,0,7.99,2023-02-25,5.0,1006
U1572,South Africa,22,male,student,10.3,494,20%,4.0,1,0.0,2023-10-23,20.0,766
U1697,South Africa,60,female,student,6.3,510,25%,1.0,1,0.0,2023-06-22,25.0,889
U1119,Nigeria,44,female,premium,10.5,515,0.1,2.0,0,5.0,2023-11-29,10.0,729
U1400,Uk,56,other,student,6.0,492,0.1,3.0,0,7.99,2022-01-06,10.0,1421
U1668,India,20,female,family,9.4,507,30%,1.0,1,9.99,2022-06-01,30.0,1275
U1529,Uk,30,male,family,7.1,494,25%,4.0,1,9.99,2024-08-14,25.0,470
U1090,U.K.,33,female,free,0.2,499,20%,2.0,0,9.99,2023-06-24,20.0,887
U1259,Brazil,35,male,family,11.7,516,25%,5.0,1,7.99,2023-06-14,25.0,897
U1154,Uk,27,female,premium,1.3,513,0.1,3.0,1,0.0,2022-09-03,10.0,1181
U1184,Uk,23,female,family,21.5,528,20%,5.0,0,9.99,2022-06-21,20.0,1255
U1598,Ghana,45,female,free,5.1,526,0.1,4.0,0,7.99,2024-07-17,10.0,498
U1226,Kenya,21,male,student,10.6,461,30%,4.0,1,7.99,2023-05-20,30.0,922
U1576,Ghana,47,female,free,23.4,545,20%,5.0,1,0.0,2023-03-14,20.0,989
U1479,Uk,34,other,student,14.5,508,30%,4.0,0,7.99,2022-11-08,30.0,1115
U1001,India,56,unknown,premium,11.1,556,20%,5.0,0,7.99,2022-11-04,20.0,1119
U1608,Usa,19,male,student,9.2,510,30%,4.0,0,5.0,2022-06-20,30.0,1256
U1295,Brazil,59,male,family,9.9,511,25%,5.0,0,7.99,2023-02-22,25.0,1009
U1592,Usa,36,male,free,0.9,509,30%,3.0,0,9.99,2022-09-10,30.0,1174
U1601,India,55,female,student,3.9,499,5%,4.0,0,0.0,2022-04-13,5.0,1324
U1314,South Africa,18,female,family,6.0,473,25%,3.0,1,0.0,2023-08-12,25.0,838
U1532,India,59,male,student,11.9,513,30%,4.0,0,7.99,2022-07-15,30.0,1231
U1059,U.K.,18,female,free,7.9,526,ten,3.0,0,0.0,2024-04-23,20.0,583
U1443,Uk,45,male,student,13.3,472,0.2,5.0,1,9.99,2024-06-14,20.0,531
U1359,India,32,female,premium,12.5,492,20%,5.0,1,0.0,2023-04-11,20.0,961
U1366,Nepal,50,female,premium,15.9,506,0.1,3.0,0,9.99,2024-04-19,10.0,587
U1207,Uk,17,other,premium,17.3,489,25%,3.0,0,9.99,2023-11-13,25.0,745
U1540,United Kingdom,17,male,student,9.9,469,15%,3.0,0,12.99,2024-05-10,15.0,566
U1408,United Kingdom,47,male,free,9.2,476,ten,1.0,0,12.99,2024-04-12,20.0,594
U1251,Uk,14,unknown,premium,4.6,480,0.1,1.0,1,7.99,2022-03-22,10.0,1346
U1467,Kenya,64,male,premium,8.1,485,0.1,4.0,1,9.99,2023-09-06,10.0,813
U1349,Brazil,63,male,student,12.6,518,0.2,3.0,1,9.99,2024-01-19,20.0,678
U1599,Uk,61,female,premium,17.4,492,ten,3.0,1,9.99,2022-12-10,20.0,1083
U1017,Nepal,53,female,family,10.2,459,0.2,4.0,0,0.0,2022-11-25,20.0,1098
U1045,United Kingdom,53,other,free,10.3,536,0.2,2.0,1,7.99,2023-08-02,20.0,848
U1112,United Kingdom,63,female,student,6.8,479,15%,4.0,0,7.99,2023-04-23,15.0,949
U1639,Brazil,63,male,family,16.1,522,ten,3.0,1,7.99,2022-11-09,20.0,1114
U1301,United Kingdom,54,male,premium,10.4,490,25%,3.0,0,9.99,2023-03-26,25.0,977
U1023,U.K.,15,unknown,premium,15.8,507,30%,3.0,0,0.0,2022-10-12,30.0,1142
U1303,South Africa,49,unknown,family,10.5,507,10%,5.0,0,9.99,2024-07-24,10.0,491
U1548,Nigeria,63,other,free,13.9,467,15%,3.0,0,12.99,2024-03-20,15.0,617
U1571,Brazil,21,female,free,13.2,512,ten,3.0,0,9.99,2022-01-22,20.0,1405
U1231,U.K.,42,male,premium,14.8,563,30%,2.0,0,7.99,2024-05-17,30.0,559
U1123,Ghana,20,female,student,16.5,491,20%,1.0,0,0.0,2023-04-19,20.0,953
U1644,Nigeria,61,male,student,10.3,493,0.2,3.0,0,7.99,2024-06-25,20.0,520
U1640,Brazil,59,female,family,4.7,474,15%,5.0,1,9.99,2022-08-07,15.0,1208
U1625,Ind,31,female,free,8.2,514,5%,2.0,0,12.99,2024-03-16,5.0,621
U1638,Kenya,26,female,premium,8.9,475,20%,2.0,0,7.99,2022-08-19,20.0,1196
U1465,Usa,41,male,student,7.4,511,0.1,4.0,1,7.99,2022-01-03,10.0,1424
U1070,South Africa,17,female,student,4.8,501,25%,1.0,1,12.99,2024-01-08,25.0,689
U1506,Kenya,63,female,premium,5.2,501,30%,2.0,1,12.99,2022-10-21,30.0,1133
U1346,United Kingdom,23,female,student,2.8,516,0.1,5.0,0,9.99,2022-03-05,10.0,1363
U1068,India,62,male,family,12.5,486,15%,2.0,0,5.0,2023-11-19,15.0,739
U1202,Brazil,44,male,premium,13.6,521,25%,4.0,0,5.0,2023-05-12,25.0,930
U1500,India,24,female,family,20.5,492,25%,3.0,1,9.99,2022-08-17,25.0,1198
U1099,Uk,15,male,family,1.4,511,ten,3.0,0,12.99,2022-11-24,20.0,1099
U1246,India,38,female,family,12.4,496,ten,4.0,0,7.99,2023-02-08,20.0,1023
U1285,Nigeria,22,female,student,10.6,537,0.1,2.0,1,12.99,2023-02-03,10.0,1028
U1005,Kenya,59,female,free,12.9,519,25%,1.0,0,0.0,2023-10-21,25.0,768
U1039,Usa,38,male,family,12.6,456,5%,5.0,0,0.0,2022-11-07,5.0,1116
U1512,Nigeria,17,female,student,17.4,485,ten,3.0,1,7.99,2022-10-10,20.0,1144
U1047,Ind,39,male,family,6.8,512,ten,1.0,1,7.99,2024-02-01,20.0,665
U1696,Ghana,43,female,free,8.0,471,25%,2.0,0,9.99,2023-09-09,25.0,810
U1225,Nepal,39,male,family,8.5,486,15%,3.0,1,0.0,2022-06-27,15.0,1249
U1215,Uk,17,male,premium,11.7,495,0.1,3.0,1,9.99,2024-08-27,10.0,457
U1358,United Kingdom,45,female,student,15.2,461,5%,3.0,0,5.0,2022-09-30,5.0,1154
U1622,Ghana,42,female,student,4.5,520,15%,3.0,1,12.99,2023-09-04,15.0,815
U1631,Ind,41,female,student,2.6,542,30%,1.0,1,0.0,2022-05-05,30.0,1302
U1332,South Africa,18,female,family,18.8,460,15%,3.0,0,0.0,2023-03-18,15.0,985
U1579,Ind,38,female,premium,13.7,525,15%,3.0,0,7.99,2022-05-23,15.0,1284
U1315,India,18,male,premium,8.4,479,0.1,1.0,0,9.99,2023-12-15,10.0,713
U1369,Ghana,48,other,family,9.0,477,10%,3.0,0,0.0,2022-04-23,10.0,1314
U1004,Ind,57,female,student,12.5,473,15%,3.0,0,0.0,2023-02-16,15.0,1015
U1497,Usa,41,other,premium,8.2,497,ten,4.0,0,7.99,2023-05-06,20.0,936
U1255,Nepal,63,male,student,8.5,462,20%,4.0,1,0.0,2023-12-13,20.0,715
U1168,Nigeria,41,male,premium,16.1,477,0.2,3.0,1,9.99,2023-11-27,20.0,731
U1537,Usa,48,female,student,11.3,486,0.1,4.0,1,7.99,2022-09-10,10.0,1174
U1405,Nigeria,46,unknown,premium,11.8,506,0.1,3.0,1,9.99,2023-06-04,10.0,907
U1553,United Kingdom,34,other,family,6.9,467,5%,2.0,0,5.0,2022-06-28,5.0,1248
U1436,India,26,female,premium,16.9,490,ten,3.0,0,9.99,2024-05-14,20.0,562
U1423,Usa,31,other,student,16.2,508,5%,5.0,0,5.0,2022-09-23,5.0,1161
U1483,South Africa,22,male,premium,6.8,442,0.2,3.0,0,9.99,2023-05-17,20.0,925
U1174,Usa,32,female,family,11.6,505,20%,5.0,1,7.99,2022-08-03,20.0,1212
U1362,Uk,59,female,premium,0.8,484,30%,2.0,1,12.99,2022-06-05,30.0,1271
U1317,Ghana,16,female,premium,7.3,500,5%,5.0,0,9.99,2022-10-08,5.0,1146
U1113,United Kingdom,57,female,premium,10.8,521,5%,3.0,0,12.99,2024-11-01,5.0,391
U1007,United Kingdom,28,female,student,5.6,507,0.1,2.0,1,0.0,2023-05-27,10.0,915
U1164,United Kingdom,54,male,free,11.5,511,20%,5.0,1,0.0,2023-05-02,20.0,940
U1439,Nepal,50,female,student,10.6,490,ten,3.0,1,9.99,2022-11-16,20.0,1107
U1188,India,28,male,student,19.1,504,5%,4.0,0,9.99,2024-07-13,5.0,502
U1580,Ghana,23,other,free,14.3,507,ten,3.0,0,0.0,2023-10-11,20.0,778
U1181,Ghana,55,female,free,2.5,513,0.1,4.0,1,7.99,2022-07-17,10.0,1229
U1145,Kenya,63,male,premium,19.0,495,5%,5.0,1,7.99,2023-07-15,5.0,866
U1558,Nigeria,49,female,family,5.6,497,15%,3.0,1,7.99,2023-07-01,15.0,880
U1026,Uk,23,female,free,7.5,497,25%,3.0,0,9.99,2024-08-04,25.0,480
U1098,Ghana,50,unknown,premium,5.6,509,0.2,3.0,0,0.0,2023-12-26,20.0,702
U1199,Nigeria,15,male,family,7.9,528,ten,3.0,0,7.99,2023-06-26,20.0,885
U1297,Ghana,52,unknown,premium,4.3,469,30%,3.0,0,9.99,2024-03-13,30.0,624
U1545,Uk,40,male,family,0.7,534,0.1,3.0,0,0.0,2022-04-14,10.0,1323
U1257,India,15,unknown,family,0.3,503,30%,3.0,0,0.0,2024-03-30,30.0,607
U1450,Kenya,52,unknown,family,1.5,515,20%,4.0,1,9.99,2024-06-22,20.0,523
U1629,Ghana,61,unknown,free,14.5,522,ten,4.0,1,7.99,2022-01-10,20.0,1417
U1300,United Kingdom,31,male,student,11.2,532,ten,1.0,0,0.0,2023-11-29,20.0,729
U1698,Uk,30,other,family,15.7,494,5%,3.0,0,0.0,2022-05-12,5.0,1295
U1437,Nigeria,44,male,premium,15.1,456,10%,4.0,1,7.99,2023-09-14,10.0,805
U1272,U.K.,22,female,free,4.4,499,0.2,3.0,0,0.0,2022-05-26,20.0,1281
U1081,U.K.,34,female,premium,9.1,484,ten,5.0,1,5.0,2024-06-21,20.0,524
U1237,India,13,female,free,6.8,531,15%,5.0,0,5.0,2022-11-07,15.0,1116
U1634,Kenya,52,other,family,10.9,480,5%,5.0,1,9.99,2023-01-06,5.0,1056
U1172,Usa,22,male,family,4.8,503,ten,4.0,0,5.0,2022-07-15,20.0,1231
U1510,Kenya,55,female,premium,12.1,512,15%,2.0,0,12.99,2023-06-15,15.0,896
U1279,U.K.,37,female,free,13.9,512,20%,4.0,1,9.99,2024-02-07,20.0,659
U1210,India,54,unknown,student,7.7,496,ten,3.0,1,0.0,2022-08-09,20.0,1206
U1533,South Africa,52,female,free,9.1,478,25%,3.0,0,12.99,2024-03-23,25.0,614
U1218,South Africa,38,other,family,18.4,501,25%,5.0,1,5.0,2023-10-28,25.0,761
U1148,Ghana,46,other,family,5.7,477,ten,2.0,1,7.99,2023-04-28,20.0,944
U1621,Usa,25,female,family,12.0,505,25%,3.0,0,9.99,2023-05-23,25.0,919
U1518,Nigeria,18,female,student,7.8,477,0.1,5.0,1,7.99,2023-01-03,10.0,1059
